osm_type,osm_id,key,value,name,lat,lon,addr:street,addr:housenumber,brand,operator,website,cuisine,opening_hours,description,barrio,comuna,ipcf_promedio_pesos,porc_hogares_bajo_lp,porc_poblacion_bajo_lp,tasa_actividad,tasa_empleo,tasa_desocupacion,tasa_desocupacion_hombres,tasa_desocupacion_mujeres,tasa_subocupacion_horaria,porc_cuenta_propia,porc_asalariados_sin_jubilacion,poblacion,superficie_km2,densidad_hab_km2,porc_poblacion_en_ciudad,porc_superficie_en_ciudad,razon_varones_por_100_mujeres,edad_promedio_anios,porc_poblacion_0_14,porc_poblacion_15_64,porc_65mas,porc_poblacion_nacida_en_ciudad,Tasa global de fecundidad (hijos/as por mujer)1 ,Tasa de mortalidad infantil (por mil nacidos/as vivos/as) 1 ,Tasa bruta de natalidad (por mil) (2023) ,Tasa bruta de mortalidad (por mil) (2023) ,tasa_crecimiento_vegetativo_2023_por_mil,porc_mujeres_14mas_sin_hijos,porc_mujeres_14mas_con_1o2_hijos,Porcentaje de mujeres de 14 años y más que tuvieron más de 2 hijos/as,tamano_medio_hogar,porc_hogares_unipersonales,porc_poblacion_14mas_unida,porc_hogares_familiares,porc_hogares_no_familiares,_name_norm,chain_count,is_chain,regex_label,manual_label,unified_label
node,1108412282,amenity,cafe,Los Arcos,-34.5991995,-58.3931478,,,,,,,,,RECOLETA,2.0,1046451.0,17.0,15.7,64.5,61.8,"4,2b", ---,"5,6b","6,5a",19.6,25.5,"149,345",6.3,23706.0,4.8,3.1,80.5,42.5,11.4,67.5,21.1,46.0,1.3,4.2,9.8,10.5,-0.7,50.4,37.0,12.6,1.8,54.2,44.9,45.6,54.4,los arcos,1,False,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,1111278537,amenity,restaurant,Zensató,-34.5970717,-58.3923354,,,,,,asian,,,RECOLETA,2.0,1046451.0,17.0,15.7,64.5,61.8,"4,2b", ---,"5,6b","6,5a",19.6,25.5,"149,345",6.3,23706.0,4.8,3.1,80.5,42.5,11.4,67.5,21.1,46.0,1.3,4.2,9.8,10.5,-0.7,50.4,37.0,12.6,1.8,54.2,44.9,45.6,54.4,zensato,1,False,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,1112458099,amenity,cafe,Havanna,-34.5994206,-58.3913963,,,Havanna,,,coffee_shop,,,RECOLETA,2.0,1046451.0,17.0,15.7,64.5,61.8,"4,2b", ---,"5,6b","6,5a",19.6,25.5,"149,345",6.3,23706.0,4.8,3.1,80.5,42.5,11.4,67.5,21.1,46.0,1.3,4.2,9.8,10.5,-0.7,50.4,37.0,12.6,1.8,54.2,44.9,45.6,54.4,havanna,68,True,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,1112458168,amenity,cafe,Paluchino,-34.6046119,-58.3939689,,,,,,,,,BALVANERA,3.0,685561.0,25.7,32.3,63.7,59.9,"5,9a","5,2b","6,8b","9,4a",19.8,26.9,"193,790",6.4,30280.0,6.3,3.1,90.1,39.2,17.4,65.8,16.8,50.5,1.1,8.2,7.7,9.7,-2.0,38.2,42.5,19.3,2.2,41.3,48.0,57.7,42.3,paluchino,1,False,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,1112458198,amenity,restaurant,Greta,-34.604692,-58.3953798,,,,,,,,,BALVANERA,3.0,685561.0,25.7,32.3,63.7,59.9,"5,9a","5,2b","6,8b","9,4a",19.8,26.9,"193,790",6.4,30280.0,6.3,3.1,90.1,39.2,17.4,65.8,16.8,50.5,1.1,8.2,7.7,9.7,-2.0,38.2,42.5,19.3,2.2,41.3,48.0,57.7,42.3,greta,1,False,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,1112458300,amenity,cafe,El Cafe de Tomás,-34.6033143,-58.3941461,,,,,,,,,BALVANERA,3.0,685561.0,25.7,32.3,63.7,59.9,"5,9a","5,2b","6,8b","9,4a",19.8,26.9,"193,790",6.4,30280.0,6.3,3.1,90.1,39.2,17.4,65.8,16.8,50.5,1.1,8.2,7.7,9.7,-2.0,38.2,42.5,19.3,2.2,41.3,48.0,57.7,42.3,el cafe de tomas,1,False,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,1112458312,amenity,bar,Iruya,-34.5988121,-58.3935303,,,,,,,,,RECOLETA,2.0,1046451.0,17.0,15.7,64.5,61.8,"4,2b", ---,"5,6b","6,5a",19.6,25.5,"149,345",6.3,23706.0,4.8,3.1,80.5,42.5,11.4,67.5,21.1,46.0,1.3,4.2,9.8,10.5,-0.7,50.4,37.0,12.6,1.8,54.2,44.9,45.6,54.4,iruya,1,False,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,1114122384,amenity,bar,Cine Bar,-34.6034,-58.3955902,,,,,,,,,BALVANERA,3.0,685561.0,25.7,32.3,63.7,59.9,"5,9a","5,2b","6,8b","9,4a",19.8,26.9,"193,790",6.4,30280.0,6.3,3.1,90.1,39.2,17.4,65.8,16.8,50.5,1.1,8.2,7.7,9.7,-2.0,38.2,42.5,19.3,2.2,41.3,48.0,57.7,42.3,cine bar,1,False,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,1114141238,amenity,restaurant,Palita,-34.5971694,-58.3946514,,,,,,,,,RECOLETA,2.0,1046451.0,17.0,15.7,64.5,61.8,"4,2b", ---,"5,6b","6,5a",19.6,25.5,"149,345",6.3,23706.0,4.8,3.1,80.5,42.5,11.4,67.5,21.1,46.0,1.3,4.2,9.8,10.5,-0.7,50.4,37.0,12.6,1.8,54.2,44.9,45.6,54.4,palita,2,False,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,1134640775,amenity,cafe,Establecimiento General de Café,-34.602993,-58.3913207,Lavalle,1701,,,https://establecimientocafe.com.ar/,,Mo-Fr 08:00-19:00,,SAN NICOLAS,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,14465.0,8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8,establecimiento general de cafe,6,True,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,1134640824,amenity,cafe,Sophia,-34.6020429,-58.3914472,,,,,,,,,SAN NICOLAS,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,14465.0,8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8,sophia,1,False,Sin motivo claro / nombre genérico,Personal / familiar,Sin motivo claro / nombre genérico
node,1134640848,amenity,bar,Saudade,-34.6010184,-58.3915116,,,,,,,,,SAN NICOLAS,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,14465.0,8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8,saudade,1,False,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,1134640871,amenity,bar,Metro,-34.5997932,-58.3916591,,,,,,,,,SAN NICOLAS,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,14465.0,8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8,metro,1,False,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,1141415143,amenity,restaurant,Niña Bonita,-34.6041963,-58.3910954,,,,,,,,,SAN NICOLAS,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,14465.0,8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8,nina bonita,1,False,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,1141437542,amenity,theatre,Los Angeles,-34.6045403,-58.3915493,,,,,,,,,SAN NICOLAS,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,14465.0,8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8,los angeles,3,False,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,1144062579,amenity,cafe,Cafe Martinez,-34.5970828,-58.3976695,Junín,,,,,,,,RECOLETA,2.0,1046451.0,17.0,15.7,64.5,61.8,"4,2b", ---,"5,6b","6,5a",19.6,25.5,"149,345",6.3,23706.0,4.8,3.1,80.5,42.5,11.4,67.5,21.1,46.0,1.3,4.2,9.8,10.5,-0.7,50.4,37.0,12.6,1.8,54.2,44.9,45.6,54.4,cafe martinez,81,True,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,1144062583,amenity,cafe,Posta,-34.5969743,-58.3986527,Marcelo T. de Alvear,2185,,,http://www.leble.com.ar/,,Mo-Su 08:00-20:00,,RECOLETA,2.0,1046451.0,17.0,15.7,64.5,61.8,"4,2b", ---,"5,6b","6,5a",19.6,25.5,"149,345",6.3,23706.0,4.8,3.1,80.5,42.5,11.4,67.5,21.1,46.0,1.3,4.2,9.8,10.5,-0.7,50.4,37.0,12.6,1.8,54.2,44.9,45.6,54.4,posta,1,False,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,1144062584,amenity,cafe,Havanna,-34.5984792,-58.397252,,,,,,,,,RECOLETA,2.0,1046451.0,17.0,15.7,64.5,61.8,"4,2b", ---,"5,6b","6,5a",19.6,25.5,"149,345",6.3,23706.0,4.8,3.1,80.5,42.5,11.4,67.5,21.1,46.0,1.3,4.2,9.8,10.5,-0.7,50.4,37.0,12.6,1.8,54.2,44.9,45.6,54.4,havanna,68,True,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,1144102366,amenity,cafe,Evaristo,-34.5968987,-58.3989311,Presidente José Evaristo Uriburu,1008,,,,,,,RECOLETA,2.0,1046451.0,17.0,15.7,64.5,61.8,"4,2b", ---,"5,6b","6,5a",19.6,25.5,"149,345",6.3,23706.0,4.8,3.1,80.5,42.5,11.4,67.5,21.1,46.0,1.3,4.2,9.8,10.5,-0.7,50.4,37.0,12.6,1.8,54.2,44.9,45.6,54.4,evaristo,1,False,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,1144739956,amenity,cafe,Noticias del Dia,-34.599721,-58.3905445,,,,,,,,,SAN NICOLAS,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,14465.0,8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8,noticias del dia,1,False,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,1144740000,amenity,cafe,Actitud,-34.5996989,-58.3902897,,,,,,,,,SAN NICOLAS,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,14465.0,8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8,actitud,1,False,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,1146277386,amenity,cafe,Bonafide,-34.5953264,-58.3930897,,,Bonafide,,,coffee_shop,,,RECOLETA,2.0,1046451.0,17.0,15.7,64.5,61.8,"4,2b", ---,"5,6b","6,5a",19.6,25.5,"149,345",6.3,23706.0,4.8,3.1,80.5,42.5,11.4,67.5,21.1,46.0,1.3,4.2,9.8,10.5,-0.7,50.4,37.0,12.6,1.8,54.2,44.9,45.6,54.4,bonafide,40,True,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,1151914551,amenity,restaurant,La Aldea,-34.6031148,-58.5127789,,,,,,,,,VILLA DEVOTO,11.0,757726.0,"8,8a",13.3,63.1,58.9,"6,7a", ---,"8,2b","8,2a",28.0,"20,7a","190,195",14.1,13489.0,6.2,6.8,89.6,40.7,19.5,61.8,18.7,75.6,0.9,2.8,5.7,10.5,-4.8,31.2,50.7,18.1,2.2,39.2,48.3,60.8,39.2,la aldea,1,False,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,1160292565,amenity,restaurant,Al Club,-34.598746,-58.3965978,,,,,,,,,RECOLETA,2.0,1046451.0,17.0,15.7,64.5,61.8,"4,2b", ---,"5,6b","6,5a",19.6,25.5,"149,345",6.3,23706.0,4.8,3.1,80.5,42.5,11.4,67.5,21.1,46.0,1.3,4.2,9.8,10.5,-0.7,50.4,37.0,12.6,1.8,54.2,44.9,45.6,54.4,al club,1,False,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,1161502201,amenity,cafe,Café Martínez,-34.5653361,-58.4406124,Avenida Luis María Campos,1202,Café Martínez,,https://www.cafemartinez.com/,coffee_shop,Mo-Fr 07:30-21:00; Sa 08:00-20:00; Su 10:00-20:00,,PALERMO,14.0,1028794.0,"11,9a",11.5,66.1,63.5,"4,0b", ---,"5,6b","5,4a",20.7,23.6,"227,315",15.9,14297.0,7.4,7.7,82.8,41.1,13.8,67.1,19.1,55.4,1.3,2.8,11.3,8.9,2.4,47.2,42.3,10.5,1.9,48.6,44.3,50.0,50.0,cafe martinez,81,True,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,1162912487,amenity,restaurant,Parador 40,-34.6523449,-58.5109396,,,,,,pizza;grill,,,MATADEROS,9.0,605610.0,"24,0a",28.2,60.8,56.6,"6,9a","6,4b","7,4b","9,3a",25.6,34.4,"171,839",16.6,10352.0,5.6,8.1,94.4,38.4,19.7,63.2,17.1,68.7,1.1,8.2,6.5,9.9,-3.5,30.2,48.9,20.9,2.6,26.6,47.0,72.7,27.3,parador 40,2,False,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,1164396120,amenity,restaurant,La Caballeriza,-34.5712132,-58.4318734,Avenida General Indalecio Cheneaut,,,,http://www.lacaballeriza.com,steak_house,,,PALERMO,14.0,1028794.0,"11,9a",11.5,66.1,63.5,"4,0b", ---,"5,6b","5,4a",20.7,23.6,"227,315",15.9,14297.0,7.4,7.7,82.8,41.1,13.8,67.1,19.1,55.4,1.3,2.8,11.3,8.9,2.4,47.2,42.3,10.5,1.9,48.6,44.3,50.0,50.0,la caballeriza,2,False,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,1175382962,amenity,restaurant,Duque,-34.5776985,-58.4387425,Nicaragua,6086,,,https://www.duquefuegos.com.ar/,steak_house,Mo-Fr 19:00-24:00; Sa 12:00-24:00; Su 12:00-17:00,,PALERMO,14.0,1028794.0,"11,9a",11.5,66.1,63.5,"4,0b", ---,"5,6b","5,4a",20.7,23.6,"227,315",15.9,14297.0,7.4,7.7,82.8,41.1,13.8,67.1,19.1,55.4,1.3,2.8,11.3,8.9,2.4,47.2,42.3,10.5,1.9,48.6,44.3,50.0,50.0,duque,1,False,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,1176184665,amenity,restaurant,La Caballeriza,-34.5858613,-58.4357564,,,,,,,,,PALERMO,14.0,1028794.0,"11,9a",11.5,66.1,63.5,"4,0b", ---,"5,6b","5,4a",20.7,23.6,"227,315",15.9,14297.0,7.4,7.7,82.8,41.1,13.8,67.1,19.1,55.4,1.3,2.8,11.3,8.9,2.4,47.2,42.3,10.5,1.9,48.6,44.3,50.0,50.0,la caballeriza,2,False,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,1177972575,amenity,restaurant,Victoria Urquiza,-34.5810557,-58.4742678,Avenida Triunvirato,3751,,,,coffee_shop;pizza,,,VILLA ORTUZAR,15.0,836539.0,"13,4a",15.6,66.3,62.5,"5,7a","6,0b","5,4b","7,9a",21.4,26.4,"182,551",14.3,12766.0,5.9,6.9,88.0,39.8,16.4,66.5,17.1,68.8,1.0,5.4,7.2,9.7,-2.5,36.1,51.3,12.6,2.1,42.6,46.1,55.9,44.1,victoria urquiza,1,False,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,1211214595,amenity,restaurant,Albamonte,-34.5876169,-58.4529679,,,,,,italian,,,CHACARITA,15.0,836539.0,"13,4a",15.6,66.3,62.5,"5,7a","6,0b","5,4b","7,9a",21.4,26.4,"182,551",14.3,12766.0,5.9,6.9,88.0,39.8,16.4,66.5,17.1,68.8,1.0,5.4,7.2,9.7,-2.5,36.1,51.3,12.6,2.1,42.6,46.1,55.9,44.1,albamonte,1,False,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,1211214629,amenity,restaurant,Muelle 33,-34.5887187,-58.4461462,Avenida Dorrego,,,,,peruvian,,,CHACARITA,15.0,836539.0,"13,4a",15.6,66.3,62.5,"5,7a","6,0b","5,4b","7,9a",21.4,26.4,"182,551",14.3,12766.0,5.9,6.9,88.0,39.8,16.4,66.5,17.1,68.8,1.0,5.4,7.2,9.7,-2.5,36.1,51.3,12.6,2.1,42.6,46.1,55.9,44.1,muelle 33,1,False,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,1215523424,amenity,bar,Facundo,-34.5972078,-58.3883688,,,,,,,,,RECOLETA,2.0,1046451.0,17.0,15.7,64.5,61.8,"4,2b", ---,"5,6b","6,5a",19.6,25.5,"149,345",6.3,23706.0,4.8,3.1,80.5,42.5,11.4,67.5,21.1,46.0,1.3,4.2,9.8,10.5,-0.7,50.4,37.0,12.6,1.8,54.2,44.9,45.6,54.4,facundo,2,False,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,1215523519,amenity,restaurant,Mala Cara,-34.5972051,-58.3881625,,,,,,,,,RECOLETA,2.0,1046451.0,17.0,15.7,64.5,61.8,"4,2b", ---,"5,6b","6,5a",19.6,25.5,"149,345",6.3,23706.0,4.8,3.1,80.5,42.5,11.4,67.5,21.1,46.0,1.3,4.2,9.8,10.5,-0.7,50.4,37.0,12.6,1.8,54.2,44.9,45.6,54.4,mala cara,1,False,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,1215523548,amenity,cafe,Capitol,-34.596036,-58.3900435,,,,,,,,,RECOLETA,2.0,1046451.0,17.0,15.7,64.5,61.8,"4,2b", ---,"5,6b","6,5a",19.6,25.5,"149,345",6.3,23706.0,4.8,3.1,80.5,42.5,11.4,67.5,21.1,46.0,1.3,4.2,9.8,10.5,-0.7,50.4,37.0,12.6,1.8,54.2,44.9,45.6,54.4,capitol,1,False,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,1246509143,amenity,cafe,Café Martínez,-34.5995836,-58.3961986,,,Café Martínez,,,coffee_shop,,,RECOLETA,2.0,1046451.0,17.0,15.7,64.5,61.8,"4,2b", ---,"5,6b","6,5a",19.6,25.5,"149,345",6.3,23706.0,4.8,3.1,80.5,42.5,11.4,67.5,21.1,46.0,1.3,4.2,9.8,10.5,-0.7,50.4,37.0,12.6,1.8,54.2,44.9,45.6,54.4,cafe martinez,81,True,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,1282173583,amenity,cafe,El Socorro,-34.5927569,-58.3799497,,,,,,,,,RETIRO,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,14465.0,8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8,el socorro,1,False,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,1289231436,amenity,restaurant,El Baqueano,-34.6160118,-58.3730632,,,,,,,,,MONSERRAT,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,14465.0,8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8,el baqueano,1,False,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,1306205518,amenity,cafe,Lidoro,-34.5526662,-58.4507013,,,,,,,,,BELGRANO,13.0,963308.0,"11,9a",11.1,65.6,62.4,"4,9a","4,0b","5,8b","5,4a",26.7,23.9,"236,723",15.0,15782.0,7.7,7.3,84.4,41.3,17.2,63.1,19.7,67.0,1.0,2.2,7.6,9.9,-2.3,37.4,47.7,14.9,2.1,41.6,51.9,57.3,42.7,lidoro,1,False,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,1316706218,amenity,restaurant,Don,-34.5628571,-58.4518437,,,,,,regional,,,BELGRANO,13.0,963308.0,"11,9a",11.1,65.6,62.4,"4,9a","4,0b","5,8b","5,4a",26.7,23.9,"236,723",15.0,15782.0,7.7,7.3,84.4,41.3,17.2,63.1,19.7,67.0,1.0,2.2,7.6,9.9,-2.3,37.4,47.7,14.9,2.1,41.6,51.9,57.3,42.7,don,1,False,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,1316706219,amenity,restaurant,Cowi,-34.5682002,-58.4441048,3 de Febrero,1167,,,,,,,PALERMO,14.0,1028794.0,"11,9a",11.5,66.1,63.5,"4,0b", ---,"5,6b","5,4a",20.7,23.6,"227,315",15.9,14297.0,7.4,7.7,82.8,41.1,13.8,67.1,19.1,55.4,1.3,2.8,11.3,8.9,2.4,47.2,42.3,10.5,1.9,48.6,44.3,50.0,50.0,cowi,1,False,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,1370961642,amenity,restaurant,El Palacio de la Pizza,-34.603296,-58.3773242,Avenida Corrientes,751,,,,pizza,,,SAN NICOLAS,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,14465.0,8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8,el palacio de la pizza,1,False,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,1370961663,amenity,restaurant,ABC,-34.6021343,-58.3745169,,,,,,german,,,SAN NICOLAS,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,14465.0,8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8,abc,1,False,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,1385371315,amenity,cafe,Bonafide,-34.6251347,-58.4531703,Avenida Rivadavia,,Bonafide,,,coffee_shop,,,CABALLITO,6.0,883031.0,"13,4a",14.4,63.1,60.6,"4,0b", ---,"4,9b","6,5a",23.4,"18,5a","185,964",6.9,26951.0,6.0,3.4,84.8,41.3,17.1,63.7,19.2,69.9,0.9,4.1,6.0,9.7,-3.8,40.4,47.6,12.0,2.0,45.0,49.6,54.2,45.8,bonafide,40,True,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,1385371325,amenity,cafe,Bonafide,-34.626242,-58.4551837,Avenida Rivadavia,,Bonafide,,,coffee_shop,,,FLORES,7.0,630368.0,22.8,29.0,61.4,57.6,"6,3a","5,0b","7,7b","12,3a",20.7,27.4,"242,828",12.4,19583.0,7.9,6.0,89.9,37.7,21.2,62.5,16.3,67.3,1.2,6.4,7.7,8.8,-1.2,33.0,51.1,15.9,2.5,30.0,49.4,69.8,30.2,bonafide,40,True,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,1399347796,amenity,restaurant,La Robla,-34.6006299,-58.3898568,Viamonte,1615,,,,,,,SAN NICOLAS,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,14465.0,8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8,la robla,2,False,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,1399347798,amenity,theatre,Liceo,-34.6087914,-58.3875768,,,,,,,,,SAN NICOLAS,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,14465.0,8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8,liceo,1,False,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,1402319658,amenity,restaurant,Bravo,-34.6162746,-58.4315518,,,Bravo,,,italian,,,CABALLITO,6.0,883031.0,"13,4a",14.4,63.1,60.6,"4,0b", ---,"4,9b","6,5a",23.4,"18,5a","185,964",6.9,26951.0,6.0,3.4,84.8,41.3,17.1,63.7,19.2,69.9,0.9,4.1,6.0,9.7,-3.8,40.4,47.6,12.0,2.0,45.0,49.6,54.2,45.8,bravo,1,False,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,1402319660,amenity,restaurant,El Talion,-34.618269,-58.4292478,,,,,,,,,CABALLITO,6.0,883031.0,"13,4a",14.4,63.1,60.6,"4,0b", ---,"4,9b","6,5a",23.4,"18,5a","185,964",6.9,26951.0,6.0,3.4,84.8,41.3,17.1,63.7,19.2,69.9,0.9,4.1,6.0,9.7,-3.8,40.4,47.6,12.0,2.0,45.0,49.6,54.2,45.8,el talion,1,False,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,1402321506,amenity,cafe,El Podio,-34.6353826,-58.4386542,,,,,,,,,PARQUE CHACABUCO,7.0,630368.0,22.8,29.0,61.4,57.6,"6,3a","5,0b","7,7b","12,3a",20.7,27.4,"242,828",12.4,19583.0,7.9,6.0,89.9,37.7,21.2,62.5,16.3,67.3,1.2,6.4,7.7,8.8,-1.2,33.0,51.1,15.9,2.5,30.0,49.4,69.8,30.2,el podio,3,False,Nombres comunitarios / unión / popular,,Sin motivo claro / nombre genérico
node,1402327978,amenity,cafe,Café Martínez,-34.6227272,-58.4409753,Avenida Juan Bautista Alberdi,901,Café Martínez,,,coffee_shop,,,CABALLITO,6.0,883031.0,"13,4a",14.4,63.1,60.6,"4,0b", ---,"4,9b","6,5a",23.4,"18,5a","185,964",6.9,26951.0,6.0,3.4,84.8,41.3,17.1,63.7,19.2,69.9,0.9,4.1,6.0,9.7,-3.8,40.4,47.6,12.0,2.0,45.0,49.6,54.2,45.8,cafe martinez,81,True,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,1402331442,amenity,cafe,Café Martínez,-34.6174321,-58.4349038,Avenida Rivadavia,,,,,,,,CABALLITO,6.0,883031.0,"13,4a",14.4,63.1,60.6,"4,0b", ---,"4,9b","6,5a",23.4,"18,5a","185,964",6.9,26951.0,6.0,3.4,84.8,41.3,17.1,63.7,19.2,69.9,0.9,4.1,6.0,9.7,-3.8,40.4,47.6,12.0,2.0,45.0,49.6,54.2,45.8,cafe martinez,81,True,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
