name,regex_label
Café Registrado,Sin motivo claro / nombre genérico
Café Rivas,Sin motivo claro / nombre genérico
Café Sur,Sin motivo claro / nombre genérico
Café Sur,Sin motivo claro / nombre genérico
Café Sur,Sin motivo claro / nombre genérico
Café Tortoni,Sin motivo claro / nombre genérico
Café Urbano,Sin motivo claro / nombre genérico
Café Veggie,Sin motivo claro / nombre genérico
Café de los Angelitos,Sin motivo claro / nombre genérico
Café de los Patriotas,Sin motivo claro / nombre genérico
Café de mi Pais,Sin motivo claro / nombre genérico
Café del Centro,Sin motivo claro / nombre genérico
Café del Ciclista,Sin motivo claro / nombre genérico
Café del Doge,Sin motivo claro / nombre genérico
Caicayen,Sin motivo claro / nombre genérico
Cala,Sin motivo claro / nombre genérico
Caldén del Soho,Sin motivo claro / nombre genérico
Caleidoscopio,Sin motivo claro / nombre genérico
Calma Chica,Sin motivo claro / nombre genérico
Calmo,Sin motivo claro / nombre genérico
Calvarico,Sin motivo claro / nombre genérico
Calypso,Sin motivo claro / nombre genérico
Camila,Sin motivo claro / nombre genérico
Campaso,Sin motivo claro / nombre genérico
Campobravo,Sin motivo claro / nombre genérico
Campobravo,Sin motivo claro / nombre genérico
Candela,Sin motivo claro / nombre genérico
Canela,Sin motivo claro / nombre genérico
Canillita,Sin motivo claro / nombre genérico
Cantegril,Sin motivo claro / nombre genérico
Cantegril,Sin motivo claro / nombre genérico
Canti Bar,Sin motivo claro / nombre genérico
Capitol,Sin motivo claro / nombre genérico
Capricci,Sin motivo claro / nombre genérico
Caprice,Sin motivo claro / nombre genérico
Caracas Bar,Sin motivo claro / nombre genérico
Caracol,Sin motivo claro / nombre genérico
Caramelitos,Sin motivo claro / nombre genérico
Caravana,Sin motivo claro / nombre genérico
Carbonetti,Sin motivo claro / nombre genérico
Caris,Sin motivo claro / nombre genérico
Carletto,Sin motivo claro / nombre genérico
Carnal,Sin motivo claro / nombre genérico
Carne,Sin motivo claro / nombre genérico
Carneros,Sin motivo claro / nombre genérico
Carnicería Quesería Sandwichería Fiabrería,Sin motivo claro / nombre genérico
Carrot,Sin motivo claro / nombre genérico
Cartago,Sin motivo claro / nombre genérico
Casamanza,Sin motivo claro / nombre genérico
Casanova,Sin motivo claro / nombre genérico
Catalino,Sin motivo claro / nombre genérico
Cayena,Sin motivo claro / nombre genérico
Celeste,Sin motivo claro / nombre genérico
Celta Bar,Sin motivo claro / nombre genérico
Cendas,Sin motivo claro / nombre genérico
Central,Sin motivo claro / nombre genérico
Central Pan,Sin motivo claro / nombre genérico
Central Pan,Sin motivo claro / nombre genérico
Central Pan,Sin motivo claro / nombre genérico
Central Sandwich,Sin motivo claro / nombre genérico
Central de Whisky,Sin motivo claro / nombre genérico
Centro,Sin motivo claro / nombre genérico
Centro de Estudiantes,Sin motivo claro / nombre genérico
Cerca,Sin motivo claro / nombre genérico
Ceres,Sin motivo claro / nombre genérico
Cerveceria Gali,Sin motivo claro / nombre genérico
Cervecería 11 25,Sin motivo claro / nombre genérico
Cervecería López,Sin motivo claro / nombre genérico
Cervecería Nacional,Sin motivo claro / nombre genérico
Cervecería Nacional,Sin motivo claro / nombre genérico
Cervelar,Sin motivo claro / nombre genérico
Cervelar,Sin motivo claro / nombre genérico
Cervelar,Sin motivo claro / nombre genérico
Chablis,Sin motivo claro / nombre genérico
Chacaito,Sin motivo claro / nombre genérico
Chacarerean Teatre,Sin motivo claro / nombre genérico
Chaco bar,Sin motivo claro / nombre genérico
Chacras de Ushuaia,Sin motivo claro / nombre genérico
Chalaca,Sin motivo claro / nombre genérico
Chaman,Sin motivo claro / nombre genérico
Champagne Express,Sin motivo claro / nombre genérico
Champs Elysées,Sin motivo claro / nombre genérico
Chan Chan,Sin motivo claro / nombre genérico
Chantilly,Sin motivo claro / nombre genérico
Chantilly,Sin motivo claro / nombre genérico
Charito,Sin motivo claro / nombre genérico
Charlotte,Sin motivo claro / nombre genérico
Charo,Sin motivo claro / nombre genérico
Chaval,Sin motivo claro / nombre genérico
Checho,Sin motivo claro / nombre genérico
Checkpoint Charlie,Sin motivo claro / nombre genérico
Chetito,Sin motivo claro / nombre genérico
Chichos,Sin motivo claro / nombre genérico
Chiki Pizza,Sin motivo claro / nombre genérico
Chila,Sin motivo claro / nombre genérico
Chinofino,Sin motivo claro / nombre genérico
Chintoneria,Sin motivo claro / nombre genérico
Chioco,Sin motivo claro / nombre genérico
Chiperia,Sin motivo claro / nombre genérico
Chipper,Sin motivo claro / nombre genérico
Chips Cafe,Sin motivo claro / nombre genérico
Chiquilín,Sin motivo claro / nombre genérico
Chochán,Sin motivo claro / nombre genérico
Chocorisimo,Sin motivo claro / nombre genérico
Chungo,Sin motivo claro / nombre genérico
Chungo,Sin motivo claro / nombre genérico
Chungo Helados Café,Sin motivo claro / nombre genérico
Chupitos,Sin motivo claro / nombre genérico
Churrería del Bajo,Sin motivo claro / nombre genérico
Chuí,Sin motivo claro / nombre genérico
Ciao!,Sin motivo claro / nombre genérico
Cic,Sin motivo claro / nombre genérico
Cigaló,Sin motivo claro / nombre genérico
Cigaló,Sin motivo claro / nombre genérico
Cigar Point,Sin motivo claro / nombre genérico
Cilento,Sin motivo claro / nombre genérico
Cima,Sin motivo claro / nombre genérico
Cine Bar,Sin motivo claro / nombre genérico
Cine Cosmos UBA,Sin motivo claro / nombre genérico
Cinearte Cocodelphia,Sin motivo claro / nombre genérico
Cineclub La Rosa,Sin motivo claro / nombre genérico
Cinema Devoto,Sin motivo claro / nombre genérico
Cinemark Puerto Madero,Sin motivo claro / nombre genérico
Cinna,Sin motivo claro / nombre genérico
Cinna,Sin motivo claro / nombre genérico
Cinépolis,Sin motivo claro / nombre genérico
Cinépolis Recoleta,Sin motivo claro / nombre genérico
Circolo Massimo,Sin motivo claro / nombre genérico
Ciro Bar,Sin motivo claro / nombre genérico
Cita Gourmet,Sin motivo claro / nombre genérico
Citadino,Sin motivo claro / nombre genérico
Clandestino,Sin motivo claro / nombre genérico
Clara,Sin motivo claro / nombre genérico
Clarisimo Café,Sin motivo claro / nombre genérico
Classic BA,Sin motivo claro / nombre genérico
Claudia,Sin motivo claro / nombre genérico
Clo!,Sin motivo claro / nombre genérico
Clorindo Café,Sin motivo claro / nombre genérico
Clot,Sin motivo claro / nombre genérico
Clout,Sin motivo claro / nombre genérico
Club Bonpland,Sin motivo claro / nombre genérico
Club Burton,Sin motivo claro / nombre genérico
Club Café,Sin motivo claro / nombre genérico
Club Cervecero Blest,Sin motivo claro / nombre genérico
Club Cultural Matienzo,Sin motivo claro / nombre genérico
Club Eros,Sin motivo claro / nombre genérico
Club Fulgor,Sin motivo claro / nombre genérico
Club Gricel,Sin motivo claro / nombre genérico
Club Independencia,Sin motivo claro / nombre genérico
Club La Octava,Sin motivo claro / nombre genérico
Club M Omakase,Sin motivo claro / nombre genérico
Club Milanesa,Sin motivo claro / nombre genérico
Club Milanesa,Sin motivo claro / nombre genérico
Club Milanesa,Sin motivo claro / nombre genérico
Club Social y Deportivo Cachi,Sin motivo claro / nombre genérico
Club V,Sin motivo claro / nombre genérico
Club de la Milanesa,Sin motivo claro / nombre genérico
Club de la Milanesa,Sin motivo claro / nombre genérico
Club del Comic,Sin motivo claro / nombre genérico
Club del Progreso,Sin motivo claro / nombre genérico
Co-Pain,Sin motivo claro / nombre genérico
Cobere,Sin motivo claro / nombre genérico
Cobin,Sin motivo claro / nombre genérico
Cobra,Sin motivo claro / nombre genérico
Cochinchina,Sin motivo claro / nombre genérico
Cocina Abierta,Sin motivo claro / nombre genérico
Cocktail 80,Sin motivo claro / nombre genérico
Coco Café,Sin motivo claro / nombre genérico
Cocu,Sin motivo claro / nombre genérico
Cofi & Window,Sin motivo claro / nombre genérico
Cofi Jaus,Sin motivo claro / nombre genérico
Cohiba,Sin motivo claro / nombre genérico
Colette,Sin motivo claro / nombre genérico
Collins,Sin motivo claro / nombre genérico
Colon,Sin motivo claro / nombre genérico
Comacchio,Sin motivo claro / nombre genérico
Comedor Panamericana Plaza,Sin motivo claro / nombre genérico
Comida Central,Sin motivo claro / nombre genérico
Comida por Kilo,Sin motivo claro / nombre genérico
Comida por Peso,Sin motivo claro / nombre genérico
Como,Sin motivo claro / nombre genérico
Como Pan Caliente,Sin motivo claro / nombre genérico
Compro Oro,Sin motivo claro / nombre genérico
Compro-Libros,Sin motivo claro / nombre genérico
Concepción Pizza y Vino,Sin motivo claro / nombre genérico
Confitera Saint Moritz,Sin motivo claro / nombre genérico
Confitería,Sin motivo claro / nombre genérico
Confitería,Sin motivo claro / nombre genérico
Confitería,Sin motivo claro / nombre genérico
Confitería Bin Bin,Sin motivo claro / nombre genérico
Confitería Quebec,Sin motivo claro / nombre genérico
Confitería Ritz,Sin motivo claro / nombre genérico
Confitería de Antaño,Sin motivo claro / nombre genérico
Confitería del Botánico,Sin motivo claro / nombre genérico
Congres O,Sin motivo claro / nombre genérico
Congreso Plaza,Sin motivo claro / nombre genérico
Copacabana,Sin motivo claro / nombre genérico
Coper,Sin motivo claro / nombre genérico
Coppelia,Sin motivo claro / nombre genérico
Copy Club,Sin motivo claro / nombre genérico
Corazón de mi tierra,Sin motivo claro / nombre genérico
Corrales,Sin motivo claro / nombre genérico
Corte Comedor,Sin motivo claro / nombre genérico
Corto Maltés,Sin motivo claro / nombre genérico
Cosi mi Piace,Sin motivo claro / nombre genérico
Costanzo,Sin motivo claro / nombre genérico
Costumbres Criollas,Sin motivo claro / nombre genérico
Cotterie,Sin motivo claro / nombre genérico
Covadonga,Sin motivo claro / nombre genérico
Cover Café,Sin motivo claro / nombre genérico
Cowi,Sin motivo claro / nombre genérico
Crack,Sin motivo claro / nombre genérico
Craft & Vegan,Sin motivo claro / nombre genérico
Craft Vegan Bakery,Sin motivo claro / nombre genérico
Craft Vegan Bakery,Sin motivo claro / nombre genérico
Craft Vegan Bakery,Sin motivo claro / nombre genérico
Craft Vegan Bakery,Sin motivo claro / nombre genérico
Craft Vegan Bakery,Sin motivo claro / nombre genérico
Crecia,Sin motivo claro / nombre genérico
Cremolatti,Sin motivo claro / nombre genérico
Crespo Bar,Sin motivo claro / nombre genérico
Crisol,Sin motivo claro / nombre genérico
Crisol,Sin motivo claro / nombre genérico
Crisol,Sin motivo claro / nombre genérico
Crisologo,Sin motivo claro / nombre genérico
Crizia,Sin motivo claro / nombre genérico
Crocante,Sin motivo claro / nombre genérico
Crocante,Sin motivo claro / nombre genérico
Crocante junior,Sin motivo claro / nombre genérico
Crokant,Sin motivo claro / nombre genérico
Crokante,Sin motivo claro / nombre genérico
Croxi,Sin motivo claro / nombre genérico
Cruz Vinos,Sin motivo claro / nombre genérico
Crónico,Sin motivo claro / nombre genérico
Cuadra,Sin motivo claro / nombre genérico
Cuadra,Sin motivo claro / nombre genérico
Cuadra,Sin motivo claro / nombre genérico
Cuba Mía,Sin motivo claro / nombre genérico
Cuenca,Sin motivo claro / nombre genérico
Culto,Sin motivo claro / nombre genérico
Cumana,Sin motivo claro / nombre genérico
Curcuma,Sin motivo claro / nombre genérico
Cuspide,Sin motivo claro / nombre genérico
Cuspide,Sin motivo claro / nombre genérico
Cuspide Libros,Sin motivo claro / nombre genérico
Cuspide Libros,Sin motivo claro / nombre genérico
Código Montesco,Sin motivo claro / nombre genérico
Cómic Center,Sin motivo claro / nombre genérico
Côte Cafe,Sin motivo claro / nombre genérico
Cúspide,Sin motivo claro / nombre genérico
Cúspide,Sin motivo claro / nombre genérico
Cúspide,Sin motivo claro / nombre genérico
Cúspide,Sin motivo claro / nombre genérico
Cúspide,Sin motivo claro / nombre genérico
Cúspide,Sin motivo claro / nombre genérico
Cúspide Libros,Sin motivo claro / nombre genérico
Cümen- Cümen,Sin motivo claro / nombre genérico
D'Accordo,Sin motivo claro / nombre genérico
D'Alta,Sin motivo claro / nombre genérico
D'any,Sin motivo claro / nombre genérico
D'any,Sin motivo claro / nombre genérico
DF,Sin motivo claro / nombre genérico
DOGG,Sin motivo claro / nombre genérico
Da Mingo,Sin motivo claro / nombre genérico
Dabbang,Sin motivo claro / nombre genérico
Dafne,Sin motivo claro / nombre genérico
Daiu 1,Sin motivo claro / nombre genérico
Dambleé,Sin motivo claro / nombre genérico
Dandy,Sin motivo claro / nombre genérico
Dandy,Sin motivo claro / nombre genérico
Dandy,Sin motivo claro / nombre genérico
Dandy,Sin motivo claro / nombre genérico
Dandy,Sin motivo claro / nombre genérico
Danerys,Sin motivo claro / nombre genérico
Daniel Bakery,Sin motivo claro / nombre genérico
Dante en Verona,Sin motivo claro / nombre genérico
Darién,Sin motivo claro / nombre genérico
Dark Bar,Sin motivo claro / nombre genérico
Dark pool,Sin motivo claro / nombre genérico
Darling,Sin motivo claro / nombre genérico
Darwin,Sin motivo claro / nombre genérico
Dashi,Sin motivo claro / nombre genérico
Dashimaki,Sin motivo claro / nombre genérico
Datri,Sin motivo claro / nombre genérico
De Diez,Sin motivo claro / nombre genérico
De Dimari,Sin motivo claro / nombre genérico
De Niro,Sin motivo claro / nombre genérico
De olivas i lustres,Sin motivo claro / nombre genérico
Del Amanecer,Sin motivo claro / nombre genérico
Del Pasillo,Sin motivo claro / nombre genérico
Del Plata,Sin motivo claro / nombre genérico
Del Pueblo,Sin motivo claro / nombre genérico
Del Virrey,Sin motivo claro / nombre genérico
Del turista,Sin motivo claro / nombre genérico
Deleites,Sin motivo claro / nombre genérico
Delgado,Sin motivo claro / nombre genérico
Delhi Darbar,Sin motivo claro / nombre genérico
Delhi Mahal,Sin motivo claro / nombre genérico
Delhi Masala,Sin motivo claro / nombre genérico
Deli Office,Sin motivo claro / nombre genérico
Delicias,Sin motivo claro / nombre genérico
Delicias,Sin motivo claro / nombre genérico
Delicias de Matadores,Sin motivo claro / nombre genérico
Delicias de Núñez,Sin motivo claro / nombre genérico
Delicity,Sin motivo claro / nombre genérico
Delicity,Sin motivo claro / nombre genérico
Delicity,Sin motivo claro / nombre genérico
Delirante,Sin motivo claro / nombre genérico
Deliwok,Sin motivo claro / nombre genérico
Delon,Sin motivo claro / nombre genérico
Deluca,Sin motivo claro / nombre genérico
Demetria,Sin motivo claro / nombre genérico
Deniro,Sin motivo claro / nombre genérico
Deniro,Sin motivo claro / nombre genérico
Desnivel,Sin motivo claro / nombre genérico
Di Freda,Sin motivo claro / nombre genérico
Di Pietro,Sin motivo claro / nombre genérico
Dicha,Sin motivo claro / nombre genérico
Dickens,Sin motivo claro / nombre genérico
Dietética Soler,Sin motivo claro / nombre genérico
Dina,Sin motivo claro / nombre genérico
Dina,Sin motivo claro / nombre genérico
Directo de Fábrica,Sin motivo claro / nombre genérico
Directo de Fábrica,Sin motivo claro / nombre genérico
Diseño Bar,Sin motivo claro / nombre genérico
Distal Cafe,Sin motivo claro / nombre genérico
Distribuidora JC,Sin motivo claro / nombre genérico
Distrito,Sin motivo claro / nombre genérico
Diva,Sin motivo claro / nombre genérico
Divino,Sin motivo claro / nombre genérico
Dixs,Sin motivo claro / nombre genérico
Do.Chu.Tf,Sin motivo claro / nombre genérico
Doc Café,Sin motivo claro / nombre genérico
Doc bar de vino,Sin motivo claro / nombre genérico
Doc.cafe,Sin motivo claro / nombre genérico
Dojo,Sin motivo claro / nombre genérico
Dolce Danito,Sin motivo claro / nombre genérico
Dolce Far Niente,Sin motivo claro / nombre genérico
Dolce Herencia,Sin motivo claro / nombre genérico
Domani restaurante,Sin motivo claro / nombre genérico
Domenica Pizza & Cafe,Sin motivo claro / nombre genérico
Don,Sin motivo claro / nombre genérico
DonQ,Sin motivo claro / nombre genérico
Donato,Sin motivo claro / nombre genérico
Donna Eva,Sin motivo claro / nombre genérico
Donnet,Sin motivo claro / nombre genérico
Dopo Cafe,Sin motivo claro / nombre genérico
Dopo Café y Vino,Sin motivo claro / nombre genérico
Doppelganger,Sin motivo claro / nombre genérico
Dora,Sin motivo claro / nombre genérico
Dora,Sin motivo claro / nombre genérico
Dorina,Sin motivo claro / nombre genérico
Dos Escudos,Sin motivo claro / nombre genérico
Dos Escudos,Sin motivo claro / nombre genérico
Dos Escudos,Sin motivo claro / nombre genérico
Dos Escudos,Sin motivo claro / nombre genérico
Dos Leones,Sin motivo claro / nombre genérico
Down Town Matias,Sin motivo claro / nombre genérico
Downtown Deli,Sin motivo claro / nombre genérico
Downtown Matias,Sin motivo claro / nombre genérico
Doxa,Sin motivo claro / nombre genérico
Dragon Doble,Sin motivo claro / nombre genérico
DrinkWalk,Sin motivo claro / nombre genérico
Drinkeria,Sin motivo claro / nombre genérico
Dubliners,Sin motivo claro / nombre genérico
Duca,Sin motivo claro / nombre genérico
Duet,Sin motivo claro / nombre genérico
Dulce Alegría,Sin motivo claro / nombre genérico
Dulce Buenos Aires,Sin motivo claro / nombre genérico
Dulce Chatlotte,Sin motivo claro / nombre genérico
Dulce For Nuete,Sin motivo claro / nombre genérico
Dulce Hora,Sin motivo claro / nombre genérico
Dulce Hora,Sin motivo claro / nombre genérico
Dulce Hora,Sin motivo claro / nombre genérico
Dulce Hora,Sin motivo claro / nombre genérico
Dulce Luz,Sin motivo claro / nombre genérico
Dulce Reina,Sin motivo claro / nombre genérico
Dulces Tentaciones,Sin motivo claro / nombre genérico
Dulces Tentaciones,Sin motivo claro / nombre genérico
Dulzuras Delivery,Sin motivo claro / nombre genérico
Dupla,Sin motivo claro / nombre genérico
Duque,Sin motivo claro / nombre genérico
Dylan Cafe y Helados,Sin motivo claro / nombre genérico
E. Lamar Café,Sin motivo claro / nombre genérico
ELKAFKA Espacio Teatral,Sin motivo claro / nombre genérico
EMViar,Sin motivo claro / nombre genérico
Eatbar,Sin motivo claro / nombre genérico
Eben Ezer,Sin motivo claro / nombre genérico
Ebro: Restaurant Bar,Sin motivo claro / nombre genérico
Eddie,Sin motivo claro / nombre genérico
Edelwisse,Sin motivo claro / nombre genérico
Ediciones Biblioteca Nacional,Sin motivo claro / nombre genérico
Ediciones Colihue,Sin motivo claro / nombre genérico
Ediciones DyD,Sin motivo claro / nombre genérico
Edipo,Sin motivo claro / nombre genérico
Edipo,Sin motivo claro / nombre genérico
Editorial Guadal S.A.,Sin motivo claro / nombre genérico
Editorial Jusbaires,Sin motivo claro / nombre genérico
Editorial Orsai,Sin motivo claro / nombre genérico
Editorial Peniel,Sin motivo claro / nombre genérico
Edmon,Sin motivo claro / nombre genérico
El 702,Sin motivo claro / nombre genérico
El 703,Sin motivo claro / nombre genérico
El Amanecer,Sin motivo claro / nombre genérico
El Amanecer,Sin motivo claro / nombre genérico
El As de Espadas,Sin motivo claro / nombre genérico
El Auge,Sin motivo claro / nombre genérico
El Aval,Sin motivo claro / nombre genérico
El Avila,Sin motivo claro / nombre genérico
El Bagual,Sin motivo claro / nombre genérico
El Baqueano,Sin motivo claro / nombre genérico
El Bar de Julio,Sin motivo claro / nombre genérico
El Bar de Kowalski,Sin motivo claro / nombre genérico
El Barcito,Sin motivo claro / nombre genérico
El Beso Club,Sin motivo claro / nombre genérico
El Boleo - Pizza Café,Sin motivo claro / nombre genérico
El Boulevard,Sin motivo claro / nombre genérico
El Buen Gusto,Sin motivo claro / nombre genérico
El Buen Gusto,Sin motivo claro / nombre genérico
El Buen Sabor,Sin motivo claro / nombre genérico
El Cafe de Tomás,Sin motivo claro / nombre genérico
El Café de Hugo,Sin motivo claro / nombre genérico
El Café de Marco,Sin motivo claro / nombre genérico
El Camarín de las Musas,Sin motivo claro / nombre genérico
El Capricho,Sin motivo claro / nombre genérico
El Cañón,Sin motivo claro / nombre genérico
El Chaqueño,Sin motivo claro / nombre genérico
El Club,Sin motivo claro / nombre genérico
El Club De La Milanesa,Sin motivo claro / nombre genérico
El Club de la Milanesa,Sin motivo claro / nombre genérico
El Club de la Milanesa,Sin motivo claro / nombre genérico
El Coccoroco,Sin motivo claro / nombre genérico
El Coco,Sin motivo claro / nombre genérico
El Codo,Sin motivo claro / nombre genérico
El Coleccionista,Sin motivo claro / nombre genérico
El Condor,Sin motivo claro / nombre genérico
El Correo,Sin motivo claro / nombre genérico
El Creador,Sin motivo claro / nombre genérico
El Cruce,Sin motivo claro / nombre genérico
El Cuartito,Sin motivo claro / nombre genérico
El Cubo,Sin motivo claro / nombre genérico
El César,Sin motivo claro / nombre genérico
El Desembarco,Sin motivo claro / nombre genérico
El Desnivel,Sin motivo claro / nombre genérico
El Destino,Sin motivo claro / nombre genérico
El Emergente,Sin motivo claro / nombre genérico
El Emporio,Sin motivo claro / nombre genérico
El Encanto,Sin motivo claro / nombre genérico
El Españolito,Sin motivo claro / nombre genérico
El Establo,Sin motivo claro / nombre genérico
El Estanciero,Sin motivo claro / nombre genérico
El Familiar,Sin motivo claro / nombre genérico
El Farolito,Sin motivo claro / nombre genérico
El Fondin,Sin motivo claro / nombre genérico
El Fortin,Sin motivo claro / nombre genérico
El Fortinero,Sin motivo claro / nombre genérico
El Fortín,Sin motivo claro / nombre genérico
El Galeón,Sin motivo claro / nombre genérico
El Galpón De Tacuara,Sin motivo claro / nombre genérico
El Galpón de Catalinas,Sin motivo claro / nombre genérico
El Galpón de Tacuara,Sin motivo claro / nombre genérico
El Garfio,Sin motivo claro / nombre genérico
El Garfio,Sin motivo claro / nombre genérico
El Gitana,Sin motivo claro / nombre genérico
El Globo,Sin motivo claro / nombre genérico
El Golfo,Sin motivo claro / nombre genérico
El Hipopótamo,Sin motivo claro / nombre genérico
El Histórico,Sin motivo claro / nombre genérico
El Holandés Cervecero,Sin motivo claro / nombre genérico
El Horno del Norte,Sin motivo claro / nombre genérico
El Huevo de Oro,Sin motivo claro / nombre genérico
El Imparcial,Sin motivo claro / nombre genérico
El K-Maron,Sin motivo claro / nombre genérico
El Kibón,Sin motivo claro / nombre genérico
El Mago,Sin motivo claro / nombre genérico
El Maná,Sin motivo claro / nombre genérico
El Marquee,Sin motivo claro / nombre genérico
El Mazacote,Sin motivo claro / nombre genérico
El Meson,Sin motivo claro / nombre genérico
El Milenio,Sin motivo claro / nombre genérico
El Mirador,Sin motivo claro / nombre genérico
El Mirasol,Sin motivo claro / nombre genérico
El Mirasol de Boedo,Sin motivo claro / nombre genérico
El Modelo,Sin motivo claro / nombre genérico
El Museo del Jamón,Sin motivo claro / nombre genérico
El Nacional,Sin motivo claro / nombre genérico
El Nilo,Sin motivo claro / nombre genérico
El Nueva Vencedor,Sin motivo claro / nombre genérico
El Nuevo Progreso,Sin motivo claro / nombre genérico
El Obrero,Sin motivo claro / nombre genérico
El Olmo,Sin motivo claro / nombre genérico
El Palacio de la Pizza,Sin motivo claro / nombre genérico
El Parmegiano,Sin motivo claro / nombre genérico
El Parrilón de Versailles,Sin motivo claro / nombre genérico
El Patiecito,Sin motivo claro / nombre genérico
El Patrón de la Pizza,Sin motivo claro / nombre genérico
El Pirata de Barracas,Sin motivo claro / nombre genérico
El Pobre Luis,Sin motivo claro / nombre genérico
El Preferido de Palermo,Sin motivo claro / nombre genérico
El Progreso,Sin motivo claro / nombre genérico
El Progreso,Sin motivo claro / nombre genérico
El Progreso,Sin motivo claro / nombre genérico
El Puentecito,Sin motivo claro / nombre genérico
El Puntal,Sin motivo claro / nombre genérico
El Rebenque de Omar,Sin motivo claro / nombre genérico
El Remanso,Sin motivo claro / nombre genérico
El Renaciente,Sin motivo claro / nombre genérico
El Residente,Sin motivo claro / nombre genérico
El Ricón de Pablo,Sin motivo claro / nombre genérico
El Rincon,Sin motivo claro / nombre genérico
El Rincon,Sin motivo claro / nombre genérico
El Rincon Organico,Sin motivo claro / nombre genérico
El Rinconcito,Sin motivo claro / nombre genérico
El Rinconcito del Sabor,Sin motivo claro / nombre genérico
El Roncal,Sin motivo claro / nombre genérico
El Rufian Melancolico,Sin motivo claro / nombre genérico
El Rápido,Sin motivo claro / nombre genérico
El Sabor,Sin motivo claro / nombre genérico
El Salto de las Ranas,Sin motivo claro / nombre genérico
El Secreto de Oro,Sin motivo claro / nombre genérico
El Socio,Sin motivo claro / nombre genérico
El Socorro,Sin motivo claro / nombre genérico
El Soñado,Sin motivo claro / nombre genérico
El Sueño,Sin motivo claro / nombre genérico
El Talion,Sin motivo claro / nombre genérico
El Taller,Sin motivo claro / nombre genérico
El Tangal,Sin motivo claro / nombre genérico
El Tata,Sin motivo claro / nombre genérico
El Teatrito,Sin motivo claro / nombre genérico
El Teatro,Sin motivo claro / nombre genérico
El Timón,Sin motivo claro / nombre genérico
El Topo,Sin motivo claro / nombre genérico
El Topo,Sin motivo claro / nombre genérico
El Tordo,Sin motivo claro / nombre genérico
El Torreón,Sin motivo claro / nombre genérico
El Trigo de Oro,Sin motivo claro / nombre genérico
El Verdolaga,Sin motivo claro / nombre genérico
El Villano Cafe,Sin motivo claro / nombre genérico
El amanecer,Sin motivo claro / nombre genérico
El club de la milanesa,Sin motivo claro / nombre genérico
El club de la milanesa,Sin motivo claro / nombre genérico
El del Uru,Sin motivo claro / nombre genérico
El estaño,Sin motivo claro / nombre genérico
El fermentador,Sin motivo claro / nombre genérico
El gordo vegano,Sin motivo claro / nombre genérico
El rey de la bondiola,Sin motivo claro / nombre genérico
El tropezón,Sin motivo claro / nombre genérico
El Ángel,Sin motivo claro / nombre genérico
Elauge,Sin motivo claro / nombre genérico
Elena,Sin motivo claro / nombre genérico
Eligourmet,Sin motivo claro / nombre genérico
Elocuente Cafe y Libros,Sin motivo claro / nombre genérico
Eloisa,Sin motivo claro / nombre genérico
Eloski Pizzeria,Sin motivo claro / nombre genérico
Elote,Sin motivo claro / nombre genérico
Emerencias Artisticas,Sin motivo claro / nombre genérico
Encuentros,Sin motivo claro / nombre genérico
Energía Libros,Sin motivo claro / nombre genérico
Enfundá la mandolina,Sin motivo claro / nombre genérico
Enitma,Sin motivo claro / nombre genérico
Enitma - Café Reserva,Sin motivo claro / nombre genérico
Erik Bar,Sin motivo claro / nombre genérico
Ermak,Sin motivo claro / nombre genérico
Espacio Callejón,Sin motivo claro / nombre genérico
Espacio García,Sin motivo claro / nombre genérico
Espacio INCAA KM 0 - Gaumont,Sin motivo claro / nombre genérico
"Espacio INCAA Km. 2 - Teatro ""La Máscara""",Sin motivo claro / nombre genérico
Esperanza,Sin motivo claro / nombre genérico
Essel,Sin motivo claro / nombre genérico
Establecimiento General de Café,Sin motivo claro / nombre genérico
Establecimiento General de Café,Sin motivo claro / nombre genérico
Establecimiento General de Café,Sin motivo claro / nombre genérico
Establecimiento General de Café,Sin motivo claro / nombre genérico
Establecimiento General de Café,Sin motivo claro / nombre genérico
Establecimiento General de Café,Sin motivo claro / nombre genérico
Estacion Caminito,Sin motivo claro / nombre genérico
Estación Libro,Sin motivo claro / nombre genérico
Estación Versalles,Sin motivo claro / nombre genérico
Estado de a Israel,Sin motivo claro / nombre genérico
Eudeba,Sin motivo claro / nombre genérico
Europa,Sin motivo claro / nombre genérico
Evaristo,Sin motivo claro / nombre genérico
Exedra,Sin motivo claro / nombre genérico
Express,Sin motivo claro / nombre genérico
Extrawurst,Sin motivo claro / nombre genérico
Extraño Mundo,Sin motivo claro / nombre genérico
FAYER Buenos Aires,Sin motivo claro / nombre genérico
Fa Song Song,Sin motivo claro / nombre genérico
Fabiano,Sin motivo claro / nombre genérico
Fabric,Sin motivo claro / nombre genérico
Fabric,Sin motivo claro / nombre genérico
Fabric,Sin motivo claro / nombre genérico
Fabric,Sin motivo claro / nombre genérico
Fabric,Sin motivo claro / nombre genérico
Fabrica de Pizzas,Sin motivo claro / nombre genérico
Fabrica de Pizzas,Sin motivo claro / nombre genérico
Fabrica de Sandwiches de Miga,Sin motivo claro / nombre genérico
Facturas & Cia,Sin motivo claro / nombre genérico
Facundo,Sin motivo claro / nombre genérico
Facundo,Sin motivo claro / nombre genérico
Falena,Sin motivo claro / nombre genérico
Famous Loungebar,Sin motivo claro / nombre genérico
Fan de Pan,Sin motivo claro / nombre genérico
